id,sent_id,form,lemma,case,deprel,sentence
11,5,",",",",,punct,"Etymologisesti “herranjestas”, päivittelly- ja voimasana, on muunnelma erisnimestä Jeesus sekä sen vanhemmasta lyhytvokaalisesta Jesus asusta, kuten myös päivittelyyn käytetyt ilmaukset jes, jee jee, voi jee) ja sus."
12,8,voimasana,voimasa,"{'Case': 'Ess', 'Number': 'Sing'}",conj,"Etymologisesti “herranjestas”, päivittelly- ja voimasana, on muunnelma erisnimestä Jeesus sekä sen vanhemmasta lyhytvokaalisesta Jesus asusta, kuten myös päivittelyyn käytetyt ilmaukset jes, jee jee, voi jee) ja sus."
13,9,",",",",,punct,"Etymologisesti “herranjestas”, päivittelly- ja voimasana, on muunnelma erisnimestä Jeesus sekä sen vanhemmasta lyhytvokaalisesta Jesus asusta, kuten myös päivittelyyn käytetyt ilmaukset jes, jee jee, voi jee) ja sus."
14,7,ja,ja,,cc,"Etymologisesti “herranjestas”, päivittelly- ja voimasana, on muunnelma erisnimestä Jeesus sekä sen vanhemmasta lyhytvokaalisesta Jesus asusta, kuten myös päivittelyyn käytetyt ilmaukset jes, jee jee, voi jee) ja sus."
15,13,Jeesus,jeesus,"{'Case': 'Nom', 'Number': 'Sing'}",root,"Etymologisesti “herranjestas”, päivittelly- ja voimasana, on muunnelma erisnimestä Jeesus sekä sen vanhemmasta lyhytvokaalisesta Jesus asusta, kuten myös päivittelyyn käytetyt ilmaukset jes, jee jee, voi jee) ja sus."
16,14,sekä,sekä,,cc,"Etymologisesti “herranjestas”, päivittelly- ja voimasana, on muunnelma erisnimestä Jeesus sekä sen vanhemmasta lyhytvokaalisesta Jesus asusta, kuten myös päivittelyyn käytetyt ilmaukset jes, jee jee, voi jee) ja sus."
17,15,sen,se,"{'Case': 'Gen', 'Number': 'Sing', 'PronType': 'Dem'}",nmod:poss,"Etymologisesti “herranjestas”, päivittelly- ja voimasana, on muunnelma erisnimestä Jeesus sekä sen vanhemmasta lyhytvokaalisesta Jesus asusta, kuten myös päivittelyyn käytetyt ilmaukset jes, jee jee, voi jee) ja sus."
18,16,vanhemmasta,vanhempi,"{'Case': 'Ela', 'Degree': 'Pos', 'Number': 'Sing'}",amod,"Etymologisesti “herranjestas”, päivittelly- ja voimasana, on muunnelma erisnimestä Jeesus sekä sen vanhemmasta lyhytvokaalisesta Jesus asusta, kuten myös päivittelyyn käytetyt ilmaukset jes, jee jee, voi jee) ja sus."
19,17,lyhytvokaalisesta,lyhyt#vokaalinen,"{'Case': 'Ela', 'Degree': 'Pos', 'Derivation': 'Inen', 'Number': 'Sing'}",amod,"Etymologisesti “herranjestas”, päivittelly- ja voimasana, on muunnelma erisnimestä Jeesus sekä sen vanhemmasta lyhytvokaalisesta Jesus asusta, kuten myös päivittelyyn käytetyt ilmaukset jes, jee jee, voi jee) ja sus."
20,18,Jesus,Jesus,{'Foreign': 'Yes'},compound:nn,"Etymologisesti “herranjestas”, päivittelly- ja voimasana, on muunnelma erisnimestä Jeesus sekä sen vanhemmasta lyhytvokaalisesta Jesus asusta, kuten myös päivittelyyn käytetyt ilmaukset jes, jee jee, voi jee) ja sus."
21,20,",",",",,punct,"Etymologisesti “herranjestas”, päivittelly- ja voimasana, on muunnelma erisnimestä Jeesus sekä sen vanhemmasta lyhytvokaalisesta Jesus asusta, kuten myös päivittelyyn käytetyt ilmaukset jes, jee jee, voi jee) ja sus."
22,21,kuten,kuten,,advmod,"Etymologisesti “herranjestas”, päivittelly- ja voimasana, on muunnelma erisnimestä Jeesus sekä sen vanhemmasta lyhytvokaalisesta Jesus asusta, kuten myös päivittelyyn käytetyt ilmaukset jes, jee jee, voi jee) ja sus."
23,22,myös,myös,,advmod,"Etymologisesti “herranjestas”, päivittelly- ja voimasana, on muunnelma erisnimestä Jeesus sekä sen vanhemmasta lyhytvokaalisesta Jesus asusta, kuten myös päivittelyyn käytetyt ilmaukset jes, jee jee, voi jee) ja sus."
24,24,käytetyt,käyttää,"{'Case': 'Nom', 'Degree': 'Pos', 'Number': 'Plur', 'PartForm': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",acl,"Etymologisesti “herranjestas”, päivittelly- ja voimasana, on muunnelma erisnimestä Jeesus sekä sen vanhemmasta lyhytvokaalisesta Jesus asusta, kuten myös päivittelyyn käytetyt ilmaukset jes, jee jee, voi jee) ja sus."
25,26,jes,jes,{'Foreign': 'Yes'},appos,"Etymologisesti “herranjestas”, päivittelly- ja voimasana, on muunnelma erisnimestä Jeesus sekä sen vanhemmasta lyhytvokaalisesta Jesus asusta, kuten myös päivittelyyn käytetyt ilmaukset jes, jee jee, voi jee) ja sus."
26,23,päivittelyyn,päivittely,"{'Case': 'Ill', 'Derivation': 'U', 'Number': 'Sing'}",obl,"Etymologisesti “herranjestas”, päivittelly- ja voimasana, on muunnelma erisnimestä Jeesus sekä sen vanhemmasta lyhytvokaalisesta Jesus asusta, kuten myös päivittelyyn käytetyt ilmaukset jes, jee jee, voi jee) ja sus."
27,27,",",",",,punct,"Etymologisesti “herranjestas”, päivittelly- ja voimasana, on muunnelma erisnimestä Jeesus sekä sen vanhemmasta lyhytvokaalisesta Jesus asusta, kuten myös päivittelyyn käytetyt ilmaukset jes, jee jee, voi jee) ja sus."
28,29,jee,jee,{'Foreign': 'Yes'},flat:name,"Etymologisesti “herranjestas”, päivittelly- ja voimasana, on muunnelma erisnimestä Jeesus sekä sen vanhemmasta lyhytvokaalisesta Jesus asusta, kuten myös päivittelyyn käytetyt ilmaukset jes, jee jee, voi jee) ja sus."
29,28,jee,jee,,discourse,"Etymologisesti “herranjestas”, päivittelly- ja voimasana, on muunnelma erisnimestä Jeesus sekä sen vanhemmasta lyhytvokaalisesta Jesus asusta, kuten myös päivittelyyn käytetyt ilmaukset jes, jee jee, voi jee) ja sus."
30,31,voi,voi,,discourse,"Etymologisesti “herranjestas”, päivittelly- ja voimasana, on muunnelma erisnimestä Jeesus sekä sen vanhemmasta lyhytvokaalisesta Jesus asusta, kuten myös päivittelyyn käytetyt ilmaukset jes, jee jee, voi jee) ja sus."
31,35,sus,sus,,conj,"Etymologisesti “herranjestas”, päivittelly- ja voimasana, on muunnelma erisnimestä Jeesus sekä sen vanhemmasta lyhytvokaalisesta Jesus asusta, kuten myös päivittelyyn käytetyt ilmaukset jes, jee jee, voi jee) ja sus."
32,30,",",",",,punct,"Etymologisesti “herranjestas”, päivittelly- ja voimasana, on muunnelma erisnimestä Jeesus sekä sen vanhemmasta lyhytvokaalisesta Jesus asusta, kuten myös päivittelyyn käytetyt ilmaukset jes, jee jee, voi jee) ja sus."
33,32,jee,jee,,fixed,"Etymologisesti “herranjestas”, päivittelly- ja voimasana, on muunnelma erisnimestä Jeesus sekä sen vanhemmasta lyhytvokaalisesta Jesus asusta, kuten myös päivittelyyn käytetyt ilmaukset jes, jee jee, voi jee) ja sus."
34,33,),),,punct,"Etymologisesti “herranjestas”, päivittelly- ja voimasana, on muunnelma erisnimestä Jeesus sekä sen vanhemmasta lyhytvokaalisesta Jesus asusta, kuten myös päivittelyyn käytetyt ilmaukset jes, jee jee, voi jee) ja sus."
35,34,ja,ja,,cc,"Etymologisesti “herranjestas”, päivittelly- ja voimasana, on muunnelma erisnimestä Jeesus sekä sen vanhemmasta lyhytvokaalisesta Jesus asusta, kuten myös päivittelyyn käytetyt ilmaukset jes, jee jee, voi jee) ja sus."
36,1,Suomen,Suomi,"{'Case': 'Gen', 'Number': 'Sing'}",nmod:poss,"Suomen murteissa Jesus asua vanhempi on Kiesus, johon perustuvat päivittelysanat kiessavita, kiesaata, kiesauta.1"
37,3,Jesus,Jesus,"{'Case': 'Nom', 'Number': 'Sing'}",appos,"Suomen murteissa Jesus asua vanhempi on Kiesus, johon perustuvat päivittelysanat kiessavita, kiesaata, kiesauta.1"
38,2,murteissa,murre,"{'Case': 'Ine', 'Number': 'Plur'}",obl,"Suomen murteissa Jesus asua vanhempi on Kiesus, johon perustuvat päivittelysanat kiessavita, kiesaata, kiesauta.1"
39,5,vanhempi,vanha,"{'Case': 'Nom', 'Degree': 'Cmp', 'Number': 'Sing'}",nsubj:cop,"Suomen murteissa Jesus asua vanhempi on Kiesus, johon perustuvat päivittelysanat kiessavita, kiesaata, kiesauta.1"
40,6,on,olla,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act'}",cop,"Suomen murteissa Jesus asua vanhempi on Kiesus, johon perustuvat päivittelysanat kiessavita, kiesaata, kiesauta.1"
41,10,perustuvat,perustua,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act'}",acl:relcl,"Suomen murteissa Jesus asua vanhempi on Kiesus, johon perustuvat päivittelysanat kiessavita, kiesaata, kiesauta.1"
42,17,.1,.1,,punct,"Suomen murteissa Jesus asua vanhempi on Kiesus, johon perustuvat päivittelysanat kiessavita, kiesaata, kiesauta.1"
43,4,asua,asua,"{'InfForm': '1', 'Number': 'Sing', 'VerbForm': 'Inf', 'Voice': 'Act'}",acl,"Suomen murteissa Jesus asua vanhempi on Kiesus, johon perustuvat päivittelysanat kiessavita, kiesaata, kiesauta.1"
44,7,Kiesus,kiesus,"{'Case': 'Nom', 'Number': 'Sing'}",root,"Suomen murteissa Jesus asua vanhempi on Kiesus, johon perustuvat päivittelysanat kiessavita, kiesaata, kiesauta.1"
45,8,",",",",,punct,"Suomen murteissa Jesus asua vanhempi on Kiesus, johon perustuvat päivittelysanat kiessavita, kiesaata, kiesauta.1"
46,9,johon,joka,"{'Case': 'Ill', 'Number': 'Sing', 'PronType': 'Rel'}",obl,"Suomen murteissa Jesus asua vanhempi on Kiesus, johon perustuvat päivittelysanat kiessavita, kiesaata, kiesauta.1"
47,11,päivittelysanat,päivittely#sana,"{'Case': 'Nom', 'Number': 'Plur'}",nsubj,"Suomen murteissa Jesus asua vanhempi on Kiesus, johon perustuvat päivittelysanat kiessavita, kiesaata, kiesauta.1"
48,12,kiessavita,kiessaa,"{'Case': 'Par', 'Degree': 'Pos', 'Number': 'Plur', 'PartForm': 'Pres', 'VerbForm': 'Part', 'Voice': 'Act'}",acl,"Suomen murteissa Jesus asua vanhempi on Kiesus, johon perustuvat päivittelysanat kiessavita, kiesaata, kiesauta.1"
49,14,kiesaata,kie#saa,"{'Case': 'Par', 'Number': 'Sing'}",conj,"Suomen murteissa Jesus asua vanhempi on Kiesus, johon perustuvat päivittelysanat kiessavita, kiesaata, kiesauta.1"
50,16,kiesauta,kie#sau,"{'Case': 'Par', 'Number': 'Sing'}",conj,"Suomen murteissa Jesus asua vanhempi on Kiesus, johon perustuvat päivittelysanat kiessavita, kiesaata, kiesauta.1"
51,13,",",",",,punct,"Suomen murteissa Jesus asua vanhempi on Kiesus, johon perustuvat päivittelysanat kiessavita, kiesaata, kiesauta.1"
52,15,",",",",,punct,"Suomen murteissa Jesus asua vanhempi on Kiesus, johon perustuvat päivittelysanat kiessavita, kiesaata, kiesauta.1"
53,1,Historiallisesti,historiallisesti,{'Derivation': 'Sti'},advmod,Historiallisesti sanan käytöstä on enemmän tietoja länsimurteissa kuin itämurteissa.
54,2,sanan,sana,"{'Case': 'Gen', 'Number': 'Sing'}",nmod:gobj,Historiallisesti sanan käytöstä on enemmän tietoja länsimurteissa kuin itämurteissa.
55,4,on,olla,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act'}",cop,Historiallisesti sanan käytöstä on enemmän tietoja länsimurteissa kuin itämurteissa.
56,6,tietoja,tieto,"{'Case': 'Par', 'Number': 'Plur'}",nsubj:cop,Historiallisesti sanan käytöstä on enemmän tietoja länsimurteissa kuin itämurteissa.
57,10,.,.,,punct,Historiallisesti sanan käytöstä on enemmän tietoja länsimurteissa kuin itämurteissa.
58,3,käytöstä,käyttö,"{'Case': 'Ela', 'Number': 'Sing'}",root,Historiallisesti sanan käytöstä on enemmän tietoja länsimurteissa kuin itämurteissa.
59,5,enemmän,enemmän,,advmod,Historiallisesti sanan käytöstä on enemmän tietoja länsimurteissa kuin itämurteissa.
60,7,länsimurteissa,länsi#murtti,"{'Case': 'Ine', 'Number': 'Plur'}",nmod,Historiallisesti sanan käytöstä on enemmän tietoja länsimurteissa kuin itämurteissa.
61,8,kuin,kuin,,cc,Historiallisesti sanan käytöstä on enemmän tietoja länsimurteissa kuin itämurteissa.
62,9,itämurteissa,itä#murtti,"{'Case': 'Ine', 'Number': 'Plur'}",conj,Historiallisesti sanan käytöstä on enemmän tietoja länsimurteissa kuin itämurteissa.
63,1,Murteissa,murre,"{'Case': 'Ine', 'Number': 'Plur'}",obl,"Murteissa on sanalla erilaisia rinnakkaismuotoja Affektisilla ilmauksilla tarkoitetaan tässä kieliopissa sellaisia konventionaalistuneita konstruktioita ja muita kielenaineksia, joilla puhuja voi osoittaa suhtautumistaan tai asennoitumistaan puheenalaiseen asiaan tai puhekumppaniinsa."
64,3,sanalla,sana,"{'Case': 'Ade', 'Number': 'Sing'}",obl,"Murteissa on sanalla erilaisia rinnakkaismuotoja Affektisilla ilmauksilla tarkoitetaan tässä kieliopissa sellaisia konventionaalistuneita konstruktioita ja muita kielenaineksia, joilla puhuja voi osoittaa suhtautumistaan tai asennoitumistaan puheenalaiseen asiaan tai puhekumppaniinsa."
65,5,rinnakkaismuotoja,rinnakkais#muoto,"{'Case': 'Par', 'Number': 'Plur'}",obj,"Murteissa on sanalla erilaisia rinnakkaismuotoja Affektisilla ilmauksilla tarkoitetaan tässä kieliopissa sellaisia konventionaalistuneita konstruktioita ja muita kielenaineksia, joilla puhuja voi osoittaa suhtautumistaan tai asennoitumistaan puheenalaiseen asiaan tai puhekumppaniinsa."
66,7,ilmauksilla,ilmaus,"{'Case': 'Ade', 'Number': 'Plur'}",obl,"Murteissa on sanalla erilaisia rinnakkaismuotoja Affektisilla ilmauksilla tarkoitetaan tässä kieliopissa sellaisia konventionaalistuneita konstruktioita ja muita kielenaineksia, joilla puhuja voi osoittaa suhtautumistaan tai asennoitumistaan puheenalaiseen asiaan tai puhekumppaniinsa."
67,10,kieliopissa,kieli#oppi,"{'Case': 'Ine', 'Number': 'Sing'}",obl,"Murteissa on sanalla erilaisia rinnakkaismuotoja Affektisilla ilmauksilla tarkoitetaan tässä kieliopissa sellaisia konventionaalistuneita konstruktioita ja muita kielenaineksia, joilla puhuja voi osoittaa suhtautumistaan tai asennoitumistaan puheenalaiseen asiaan tai puhekumppaniinsa."
68,13,konstruktioita,konstruktio,"{'Case': 'Par', 'Number': 'Plur'}",obj,"Murteissa on sanalla erilaisia rinnakkaismuotoja Affektisilla ilmauksilla tarkoitetaan tässä kieliopissa sellaisia konventionaalistuneita konstruktioita ja muita kielenaineksia, joilla puhuja voi osoittaa suhtautumistaan tai asennoitumistaan puheenalaiseen asiaan tai puhekumppaniinsa."
69,29,.,.,,punct,"Murteissa on sanalla erilaisia rinnakkaismuotoja Affektisilla ilmauksilla tarkoitetaan tässä kieliopissa sellaisia konventionaalistuneita konstruktioita ja muita kielenaineksia, joilla puhuja voi osoittaa suhtautumistaan tai asennoitumistaan puheenalaiseen asiaan tai puhekumppaniinsa."
70,2,on,olla,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act'}",cop,"Murteissa on sanalla erilaisia rinnakkaismuotoja Affektisilla ilmauksilla tarkoitetaan tässä kieliopissa sellaisia konventionaalistuneita konstruktioita ja muita kielenaineksia, joilla puhuja voi osoittaa suhtautumistaan tai asennoitumistaan puheenalaiseen asiaan tai puhekumppaniinsa."
71,4,erilaisia,erilainen,"{'Case': 'Par', 'Degree': 'Pos', 'Derivation': 'Lainen', 'Number': 'Plur'}",amod,"Murteissa on sanalla erilaisia rinnakkaismuotoja Affektisilla ilmauksilla tarkoitetaan tässä kieliopissa sellaisia konventionaalistuneita konstruktioita ja muita kielenaineksia, joilla puhuja voi osoittaa suhtautumistaan tai asennoitumistaan puheenalaiseen asiaan tai puhekumppaniinsa."
72,6,Affektisilla,affektinen,"{'Case': 'Ade', 'Degree': 'Pos', 'Derivation': 'Inen', 'Number': 'Plur'}",amod,"Murteissa on sanalla erilaisia rinnakkaismuotoja Affektisilla ilmauksilla tarkoitetaan tässä kieliopissa sellaisia konventionaalistuneita konstruktioita ja muita kielenaineksia, joilla puhuja voi osoittaa suhtautumistaan tai asennoitumistaan puheenalaiseen asiaan tai puhekumppaniinsa."
73,8,tarkoitetaan,tarkoittaa,"{'Mood': 'Ind', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Pass'}",root,"Murteissa on sanalla erilaisia rinnakkaismuotoja Affektisilla ilmauksilla tarkoitetaan tässä kieliopissa sellaisia konventionaalistuneita konstruktioita ja muita kielenaineksia, joilla puhuja voi osoittaa suhtautumistaan tai asennoitumistaan puheenalaiseen asiaan tai puhekumppaniinsa."
74,9,tässä,tämä,"{'Case': 'Ine', 'Number': 'Sing', 'PronType': 'Dem'}",det,"Murteissa on sanalla erilaisia rinnakkaismuotoja Affektisilla ilmauksilla tarkoitetaan tässä kieliopissa sellaisia konventionaalistuneita konstruktioita ja muita kielenaineksia, joilla puhuja voi osoittaa suhtautumistaan tai asennoitumistaan puheenalaiseen asiaan tai puhekumppaniinsa."
75,11,sellaisia,sellainen,"{'Case': 'Par', 'Degree': 'Pos', 'Derivation': 'Lainen', 'Number': 'Plur'}",amod,"Murteissa on sanalla erilaisia rinnakkaismuotoja Affektisilla ilmauksilla tarkoitetaan tässä kieliopissa sellaisia konventionaalistuneita konstruktioita ja muita kielenaineksia, joilla puhuja voi osoittaa suhtautumistaan tai asennoitumistaan puheenalaiseen asiaan tai puhekumppaniinsa."
76,12,konventionaalistuneita,konventionaalistua,"{'Case': 'Par', 'Degree': 'Pos', 'Number': 'Plur', 'PartForm': 'Past', 'VerbForm': 'Part', 'Voice': 'Act'}",acl,"Murteissa on sanalla erilaisia rinnakkaismuotoja Affektisilla ilmauksilla tarkoitetaan tässä kieliopissa sellaisia konventionaalistuneita konstruktioita ja muita kielenaineksia, joilla puhuja voi osoittaa suhtautumistaan tai asennoitumistaan puheenalaiseen asiaan tai puhekumppaniinsa."
77,16,kielenaineksia,kieli#aines,"{'Case': 'Par', 'Number': 'Plur'}",conj,"Murteissa on sanalla erilaisia rinnakkaismuotoja Affektisilla ilmauksilla tarkoitetaan tässä kieliopissa sellaisia konventionaalistuneita konstruktioita ja muita kielenaineksia, joilla puhuja voi osoittaa suhtautumistaan tai asennoitumistaan puheenalaiseen asiaan tai puhekumppaniinsa."
78,21,osoittaa,osoittaa,"{'InfForm': '1', 'Number': 'Sing', 'VerbForm': 'Inf', 'Voice': 'Act'}",acl:relcl,"Murteissa on sanalla erilaisia rinnakkaismuotoja Affektisilla ilmauksilla tarkoitetaan tässä kieliopissa sellaisia konventionaalistuneita konstruktioita ja muita kielenaineksia, joilla puhuja voi osoittaa suhtautumistaan tai asennoitumistaan puheenalaiseen asiaan tai puhekumppaniinsa."
79,14,ja,ja,,cc,"Murteissa on sanalla erilaisia rinnakkaismuotoja Affektisilla ilmauksilla tarkoitetaan tässä kieliopissa sellaisia konventionaalistuneita konstruktioita ja muita kielenaineksia, joilla puhuja voi osoittaa suhtautumistaan tai asennoitumistaan puheenalaiseen asiaan tai puhekumppaniinsa."
80,15,muita,muu,"{'Case': 'Par', 'Number': 'Plur', 'PronType': 'Ind'}",det,"Murteissa on sanalla erilaisia rinnakkaismuotoja Affektisilla ilmauksilla tarkoitetaan tässä kieliopissa sellaisia konventionaalistuneita konstruktioita ja muita kielenaineksia, joilla puhuja voi osoittaa suhtautumistaan tai asennoitumistaan puheenalaiseen asiaan tai puhekumppaniinsa."
81,17,",",",",,punct,"Murteissa on sanalla erilaisia rinnakkaismuotoja Affektisilla ilmauksilla tarkoitetaan tässä kieliopissa sellaisia konventionaalistuneita konstruktioita ja muita kielenaineksia, joilla puhuja voi osoittaa suhtautumistaan tai asennoitumistaan puheenalaiseen asiaan tai puhekumppaniinsa."
82,18,joilla,joka,"{'Case': 'Ade', 'Number': 'Plur', 'PronType': 'Rel'}",obl,"Murteissa on sanalla erilaisia rinnakkaismuotoja Affektisilla ilmauksilla tarkoitetaan tässä kieliopissa sellaisia konventionaalistuneita konstruktioita ja muita kielenaineksia, joilla puhuja voi osoittaa suhtautumistaan tai asennoitumistaan puheenalaiseen asiaan tai puhekumppaniinsa."
83,19,puhuja,puhuja,"{'Case': 'Nom', 'Derivation': 'Ja', 'Number': 'Sing'}",nsubj,"Murteissa on sanalla erilaisia rinnakkaismuotoja Affektisilla ilmauksilla tarkoitetaan tässä kieliopissa sellaisia konventionaalistuneita konstruktioita ja muita kielenaineksia, joilla puhuja voi osoittaa suhtautumistaan tai asennoitumistaan puheenalaiseen asiaan tai puhekumppaniinsa."
84,20,voi,voida,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act'}",aux,"Murteissa on sanalla erilaisia rinnakkaismuotoja Affektisilla ilmauksilla tarkoitetaan tässä kieliopissa sellaisia konventionaalistuneita konstruktioita ja muita kielenaineksia, joilla puhuja voi osoittaa suhtautumistaan tai asennoitumistaan puheenalaiseen asiaan tai puhekumppaniinsa."
85,22,suhtautumistaan,suhtautuminen,"{'Case': 'Par', 'Derivation': 'Minen', 'Number': 'Sing', 'Person[psor]': '3'}",obj,"Murteissa on sanalla erilaisia rinnakkaismuotoja Affektisilla ilmauksilla tarkoitetaan tässä kieliopissa sellaisia konventionaalistuneita konstruktioita ja muita kielenaineksia, joilla puhuja voi osoittaa suhtautumistaan tai asennoitumistaan puheenalaiseen asiaan tai puhekumppaniinsa."
86,23,tai,tai,,cc,"Murteissa on sanalla erilaisia rinnakkaismuotoja Affektisilla ilmauksilla tarkoitetaan tässä kieliopissa sellaisia konventionaalistuneita konstruktioita ja muita kielenaineksia, joilla puhuja voi osoittaa suhtautumistaan tai asennoitumistaan puheenalaiseen asiaan tai puhekumppaniinsa."
87,24,asennoitumistaan,asennoituminen,"{'Case': 'Par', 'Derivation': 'Minen', 'Number': 'Sing', 'Person[psor]': '3'}",conj,"Murteissa on sanalla erilaisia rinnakkaismuotoja Affektisilla ilmauksilla tarkoitetaan tässä kieliopissa sellaisia konventionaalistuneita konstruktioita ja muita kielenaineksia, joilla puhuja voi osoittaa suhtautumistaan tai asennoitumistaan puheenalaiseen asiaan tai puhekumppaniinsa."
88,26,asiaan,asia,"{'Case': 'Ill', 'Number': 'Sing'}",nmod,"Murteissa on sanalla erilaisia rinnakkaismuotoja Affektisilla ilmauksilla tarkoitetaan tässä kieliopissa sellaisia konventionaalistuneita konstruktioita ja muita kielenaineksia, joilla puhuja voi osoittaa suhtautumistaan tai asennoitumistaan puheenalaiseen asiaan tai puhekumppaniinsa."
89,25,puheenalaiseen,puheenalainen,"{'Case': 'Ill', 'Degree': 'Pos', 'Derivation': 'Lainen', 'Number': 'Sing'}",amod,"Murteissa on sanalla erilaisia rinnakkaismuotoja Affektisilla ilmauksilla tarkoitetaan tässä kieliopissa sellaisia konventionaalistuneita konstruktioita ja muita kielenaineksia, joilla puhuja voi osoittaa suhtautumistaan tai asennoitumistaan puheenalaiseen asiaan tai puhekumppaniinsa."
90,28,puhekumppaniinsa,puhe#kumppani,"{'Case': 'Ill', 'Number': 'Sing', 'Person[psor]': '3'}",conj,"Murteissa on sanalla erilaisia rinnakkaismuotoja Affektisilla ilmauksilla tarkoitetaan tässä kieliopissa sellaisia konventionaalistuneita konstruktioita ja muita kielenaineksia, joilla puhuja voi osoittaa suhtautumistaan tai asennoitumistaan puheenalaiseen asiaan tai puhekumppaniinsa."
91,27,tai,tai,,cc,"Murteissa on sanalla erilaisia rinnakkaismuotoja Affektisilla ilmauksilla tarkoitetaan tässä kieliopissa sellaisia konventionaalistuneita konstruktioita ja muita kielenaineksia, joilla puhuja voi osoittaa suhtautumistaan tai asennoitumistaan puheenalaiseen asiaan tai puhekumppaniinsa."
