id,sent_id,form,lemma,case,deprel,sentence
12,11,on,olla,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act'}",aux,"Suomi toisena kielenä on monella tapaa muutoksen tilassa: Ala on vakiinnuttanut asemaansa koulutuksen kentällä, ja toimijoiden määrä on kasvanut valtavasti."
13,13,asemaansa,asema,"{'Case': 'Par', 'Number': 'Sing', 'Person[psor]': '3'}",obj,"Suomi toisena kielenä on monella tapaa muutoksen tilassa: Ala on vakiinnuttanut asemaansa koulutuksen kentällä, ja toimijoiden määrä on kasvanut valtavasti."
14,15,kentällä,kenttä,"{'Case': 'Ade', 'Number': 'Sing'}",obl,"Suomi toisena kielenä on monella tapaa muutoksen tilassa: Ala on vakiinnuttanut asemaansa koulutuksen kentällä, ja toimijoiden määrä on kasvanut valtavasti."
15,21,kasvanut,kasvaa,"{'Case': 'Nom', 'Degree': 'Pos', 'Number': 'Sing', 'PartForm': 'Past', 'VerbForm': 'Part', 'Voice': 'Act'}",conj,"Suomi toisena kielenä on monella tapaa muutoksen tilassa: Ala on vakiinnuttanut asemaansa koulutuksen kentällä, ja toimijoiden määrä on kasvanut valtavasti."
16,14,koulutuksen,koulutus,"{'Case': 'Gen', 'Number': 'Sing'}",nmod:poss,"Suomi toisena kielenä on monella tapaa muutoksen tilassa: Ala on vakiinnuttanut asemaansa koulutuksen kentällä, ja toimijoiden määrä on kasvanut valtavasti."
17,16,",",",",,punct,"Suomi toisena kielenä on monella tapaa muutoksen tilassa: Ala on vakiinnuttanut asemaansa koulutuksen kentällä, ja toimijoiden määrä on kasvanut valtavasti."
18,17,ja,ja,,cc,"Suomi toisena kielenä on monella tapaa muutoksen tilassa: Ala on vakiinnuttanut asemaansa koulutuksen kentällä, ja toimijoiden määrä on kasvanut valtavasti."
19,19,määrä,määrä,"{'Case': 'Nom', 'Number': 'Sing'}",nsubj,"Suomi toisena kielenä on monella tapaa muutoksen tilassa: Ala on vakiinnuttanut asemaansa koulutuksen kentällä, ja toimijoiden määrä on kasvanut valtavasti."
20,20,on,olla,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act'}",aux,"Suomi toisena kielenä on monella tapaa muutoksen tilassa: Ala on vakiinnuttanut asemaansa koulutuksen kentällä, ja toimijoiden määrä on kasvanut valtavasti."
21,22,valtavasti,valtavasti,{'Derivation': 'Sti'},advmod,"Suomi toisena kielenä on monella tapaa muutoksen tilassa: Ala on vakiinnuttanut asemaansa koulutuksen kentällä, ja toimijoiden määrä on kasvanut valtavasti."
22,18,toimijoiden,toimija,"{'Case': 'Gen', 'Derivation': 'Ja', 'Number': 'Plur'}",nmod:poss,"Suomi toisena kielenä on monella tapaa muutoksen tilassa: Ala on vakiinnuttanut asemaansa koulutuksen kentällä, ja toimijoiden määrä on kasvanut valtavasti."
23,1,Kehittämistyötä,kehittää#työ,"{'Case': 'Par', 'Number': 'Sing'}",obj,"Kehittämistyötä tehdään monella rintamalla, ja asiantuntijuus on alkanut sillä tapaa eriytyä, ettei kukaan enää hallitse koko alaa."
24,4,rintamalla,rintama,"{'Case': 'Ade', 'Number': 'Sing'}",obl,"Kehittämistyötä tehdään monella rintamalla, ja asiantuntijuus on alkanut sillä tapaa eriytyä, ettei kukaan enää hallitse koko alaa."
25,9,alkanut,alkaa,"{'Case': 'Nom', 'Degree': 'Pos', 'Number': 'Sing', 'PartForm': 'Past', 'VerbForm': 'Part', 'Voice': 'Act'}",conj,"Kehittämistyötä tehdään monella rintamalla, ja asiantuntijuus on alkanut sillä tapaa eriytyä, ettei kukaan enää hallitse koko alaa."
26,20,.,.,,punct,"Kehittämistyötä tehdään monella rintamalla, ja asiantuntijuus on alkanut sillä tapaa eriytyä, ettei kukaan enää hallitse koko alaa."
27,2,tehdään,tehdä,"{'Mood': 'Ind', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Pass'}",root,"Kehittämistyötä tehdään monella rintamalla, ja asiantuntijuus on alkanut sillä tapaa eriytyä, ettei kukaan enää hallitse koko alaa."
28,3,monella,moni,"{'Case': 'Ade', 'Number': 'Sing', 'PronType': 'Ind'}",det,"Kehittämistyötä tehdään monella rintamalla, ja asiantuntijuus on alkanut sillä tapaa eriytyä, ettei kukaan enää hallitse koko alaa."
29,5,",",",",,punct,"Kehittämistyötä tehdään monella rintamalla, ja asiantuntijuus on alkanut sillä tapaa eriytyä, ettei kukaan enää hallitse koko alaa."
30,6,ja,ja,,cc,"Kehittämistyötä tehdään monella rintamalla, ja asiantuntijuus on alkanut sillä tapaa eriytyä, ettei kukaan enää hallitse koko alaa."
31,7,asiantuntijuus,asian#tuntijuus,"{'Case': 'Nom', 'Derivation': 'Vs', 'Number': 'Sing'}",nsubj,"Kehittämistyötä tehdään monella rintamalla, ja asiantuntijuus on alkanut sillä tapaa eriytyä, ettei kukaan enää hallitse koko alaa."
32,8,on,olla,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act'}",aux,"Kehittämistyötä tehdään monella rintamalla, ja asiantuntijuus on alkanut sillä tapaa eriytyä, ettei kukaan enää hallitse koko alaa."
33,12,eriytyä,eriytyä,"{'InfForm': '1', 'Number': 'Sing', 'VerbForm': 'Inf', 'Voice': 'Act'}",xcomp,"Kehittämistyötä tehdään monella rintamalla, ja asiantuntijuus on alkanut sillä tapaa eriytyä, ettei kukaan enää hallitse koko alaa."
34,10,sillä,se,"{'Case': 'Ade', 'Number': 'Sing', 'PronType': 'Dem'}",det,"Kehittämistyötä tehdään monella rintamalla, ja asiantuntijuus on alkanut sillä tapaa eriytyä, ettei kukaan enää hallitse koko alaa."
35,11,tapaa,tapa,"{'Case': 'Par', 'Number': 'Sing'}",obl,"Kehittämistyötä tehdään monella rintamalla, ja asiantuntijuus on alkanut sillä tapaa eriytyä, ettei kukaan enää hallitse koko alaa."
36,17,hallitse,hallita,"{'Connegative': 'Yes', 'Mood': 'Ind', 'Tense': 'Pres', 'VerbForm': 'Fin'}",ccomp,"Kehittämistyötä tehdään monella rintamalla, ja asiantuntijuus on alkanut sillä tapaa eriytyä, ettei kukaan enää hallitse koko alaa."
37,13,",",",",,punct,"Kehittämistyötä tehdään monella rintamalla, ja asiantuntijuus on alkanut sillä tapaa eriytyä, ettei kukaan enää hallitse koko alaa."
38,14,ettei,että#ei,"{'Number': 'Sing', 'Person': '3', 'Polarity': 'Neg', 'VerbForm': 'Fin', 'Voice': 'Act'}",mark,"Kehittämistyötä tehdään monella rintamalla, ja asiantuntijuus on alkanut sillä tapaa eriytyä, ettei kukaan enää hallitse koko alaa."
39,15,kukaan,kukaan,"{'Case': 'Nom', 'Number': 'Sing', 'PronType': 'Ind'}",nsubj,"Kehittämistyötä tehdään monella rintamalla, ja asiantuntijuus on alkanut sillä tapaa eriytyä, ettei kukaan enää hallitse koko alaa."
40,16,enää,enää,,advmod,"Kehittämistyötä tehdään monella rintamalla, ja asiantuntijuus on alkanut sillä tapaa eriytyä, ettei kukaan enää hallitse koko alaa."
41,19,alaa,ala,"{'Case': 'Par', 'Number': 'Sing'}",obj,"Kehittämistyötä tehdään monella rintamalla, ja asiantuntijuus on alkanut sillä tapaa eriytyä, ettei kukaan enää hallitse koko alaa."
42,18,koko,koko,,amod,"Kehittämistyötä tehdään monella rintamalla, ja asiantuntijuus on alkanut sillä tapaa eriytyä, ettei kukaan enää hallitse koko alaa."
43,1,Yleissivistävässä,yleis#sivistävä,"{'Case': 'Ine', 'Degree': 'Pos', 'Number': 'Sing'}",amod,"Yleissivistävässä koulutuksessa, kotoutumiskoulutuksessa, varhaiskasvatuksessa ja akateemisten, edistyneen tason suomen taitajien parissa tarvitaan ja kehittyy varsin erilaista S2-alan pedagogista ja sisällöllistä osaamista."
44,4,kotoutumiskoulutuksessa,kotoutua#koulutus,"{'Case': 'Ine', 'Number': 'Sing'}",conj,"Yleissivistävässä koulutuksessa, kotoutumiskoulutuksessa, varhaiskasvatuksessa ja akateemisten, edistyneen tason suomen taitajien parissa tarvitaan ja kehittyy varsin erilaista S2-alan pedagogista ja sisällöllistä osaamista."
45,6,varhaiskasvatuksessa,varhais#kasvatus,"{'Case': 'Ine', 'Number': 'Sing'}",conj,"Yleissivistävässä koulutuksessa, kotoutumiskoulutuksessa, varhaiskasvatuksessa ja akateemisten, edistyneen tason suomen taitajien parissa tarvitaan ja kehittyy varsin erilaista S2-alan pedagogista ja sisällöllistä osaamista."
46,13,taitajien,taitaja,"{'Case': 'Gen', 'Derivation': 'Ja', 'Number': 'Plur'}",conj,"Yleissivistävässä koulutuksessa, kotoutumiskoulutuksessa, varhaiskasvatuksessa ja akateemisten, edistyneen tason suomen taitajien parissa tarvitaan ja kehittyy varsin erilaista S2-alan pedagogista ja sisällöllistä osaamista."
47,2,koulutuksessa,koulutus,"{'Case': 'Ine', 'Number': 'Sing'}",obl,"Yleissivistävässä koulutuksessa, kotoutumiskoulutuksessa, varhaiskasvatuksessa ja akateemisten, edistyneen tason suomen taitajien parissa tarvitaan ja kehittyy varsin erilaista S2-alan pedagogista ja sisällöllistä osaamista."
48,17,kehittyy,kehittyä,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act'}",conj,"Yleissivistävässä koulutuksessa, kotoutumiskoulutuksessa, varhaiskasvatuksessa ja akateemisten, edistyneen tason suomen taitajien parissa tarvitaan ja kehittyy varsin erilaista S2-alan pedagogista ja sisällöllistä osaamista."
49,24,osaamista,osaaminen,"{'Case': 'Par', 'Derivation': 'Minen', 'Number': 'Sing'}",obj,"Yleissivistävässä koulutuksessa, kotoutumiskoulutuksessa, varhaiskasvatuksessa ja akateemisten, edistyneen tason suomen taitajien parissa tarvitaan ja kehittyy varsin erilaista S2-alan pedagogista ja sisällöllistä osaamista."
50,25,.,.,,punct,"Yleissivistävässä koulutuksessa, kotoutumiskoulutuksessa, varhaiskasvatuksessa ja akateemisten, edistyneen tason suomen taitajien parissa tarvitaan ja kehittyy varsin erilaista S2-alan pedagogista ja sisällöllistä osaamista."
51,3,",",",",,punct,"Yleissivistävässä koulutuksessa, kotoutumiskoulutuksessa, varhaiskasvatuksessa ja akateemisten, edistyneen tason suomen taitajien parissa tarvitaan ja kehittyy varsin erilaista S2-alan pedagogista ja sisällöllistä osaamista."
52,5,",",",",,punct,"Yleissivistävässä koulutuksessa, kotoutumiskoulutuksessa, varhaiskasvatuksessa ja akateemisten, edistyneen tason suomen taitajien parissa tarvitaan ja kehittyy varsin erilaista S2-alan pedagogista ja sisällöllistä osaamista."
53,7,ja,ja,,cc,"Yleissivistävässä koulutuksessa, kotoutumiskoulutuksessa, varhaiskasvatuksessa ja akateemisten, edistyneen tason suomen taitajien parissa tarvitaan ja kehittyy varsin erilaista S2-alan pedagogista ja sisällöllistä osaamista."
54,8,akateemisten,akateeminen,"{'Case': 'Gen', 'Degree': 'Pos', 'Derivation': 'Inen', 'Number': 'Plur'}",amod,"Yleissivistävässä koulutuksessa, kotoutumiskoulutuksessa, varhaiskasvatuksessa ja akateemisten, edistyneen tason suomen taitajien parissa tarvitaan ja kehittyy varsin erilaista S2-alan pedagogista ja sisällöllistä osaamista."
55,9,",",",",,punct,"Yleissivistävässä koulutuksessa, kotoutumiskoulutuksessa, varhaiskasvatuksessa ja akateemisten, edistyneen tason suomen taitajien parissa tarvitaan ja kehittyy varsin erilaista S2-alan pedagogista ja sisällöllistä osaamista."
56,11,tason,taso,"{'Case': 'Gen', 'Number': 'Sing'}",nmod:poss,"Yleissivistävässä koulutuksessa, kotoutumiskoulutuksessa, varhaiskasvatuksessa ja akateemisten, edistyneen tason suomen taitajien parissa tarvitaan ja kehittyy varsin erilaista S2-alan pedagogista ja sisällöllistä osaamista."
57,12,suomen,Suomi,"{'Case': 'Gen', 'Number': 'Sing'}",nmod:poss,"Yleissivistävässä koulutuksessa, kotoutumiskoulutuksessa, varhaiskasvatuksessa ja akateemisten, edistyneen tason suomen taitajien parissa tarvitaan ja kehittyy varsin erilaista S2-alan pedagogista ja sisällöllistä osaamista."
58,14,parissa,parissa,{'AdpType': 'Post'},case,"Yleissivistävässä koulutuksessa, kotoutumiskoulutuksessa, varhaiskasvatuksessa ja akateemisten, edistyneen tason suomen taitajien parissa tarvitaan ja kehittyy varsin erilaista S2-alan pedagogista ja sisällöllistä osaamista."
59,10,edistyneen,edistynyt,"{'Case': 'Gen', 'Degree': 'Pos', 'Number': 'Sing'}",amod,"Yleissivistävässä koulutuksessa, kotoutumiskoulutuksessa, varhaiskasvatuksessa ja akateemisten, edistyneen tason suomen taitajien parissa tarvitaan ja kehittyy varsin erilaista S2-alan pedagogista ja sisällöllistä osaamista."
60,15,tarvitaan,tarvita,"{'Mood': 'Ind', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Pass'}",root,"Yleissivistävässä koulutuksessa, kotoutumiskoulutuksessa, varhaiskasvatuksessa ja akateemisten, edistyneen tason suomen taitajien parissa tarvitaan ja kehittyy varsin erilaista S2-alan pedagogista ja sisällöllistä osaamista."
61,16,ja,ja,,cc,"Yleissivistävässä koulutuksessa, kotoutumiskoulutuksessa, varhaiskasvatuksessa ja akateemisten, edistyneen tason suomen taitajien parissa tarvitaan ja kehittyy varsin erilaista S2-alan pedagogista ja sisällöllistä osaamista."
62,18,varsin,varsin,,advmod,"Yleissivistävässä koulutuksessa, kotoutumiskoulutuksessa, varhaiskasvatuksessa ja akateemisten, edistyneen tason suomen taitajien parissa tarvitaan ja kehittyy varsin erilaista S2-alan pedagogista ja sisällöllistä osaamista."
63,19,erilaista,erilainen,"{'Case': 'Par', 'Degree': 'Pos', 'Derivation': 'Lainen', 'Number': 'Sing'}",amod,"Yleissivistävässä koulutuksessa, kotoutumiskoulutuksessa, varhaiskasvatuksessa ja akateemisten, edistyneen tason suomen taitajien parissa tarvitaan ja kehittyy varsin erilaista S2-alan pedagogista ja sisällöllistä osaamista."
64,20,S2-alan,S2#ala,"{'Case': 'Gen', 'Number': 'Sing'}",nmod:gobj,"Yleissivistävässä koulutuksessa, kotoutumiskoulutuksessa, varhaiskasvatuksessa ja akateemisten, edistyneen tason suomen taitajien parissa tarvitaan ja kehittyy varsin erilaista S2-alan pedagogista ja sisällöllistä osaamista."
65,21,pedagogista,pedagoginen,"{'Case': 'Par', 'Degree': 'Pos', 'Derivation': 'Inen', 'Number': 'Sing'}",amod,"Yleissivistävässä koulutuksessa, kotoutumiskoulutuksessa, varhaiskasvatuksessa ja akateemisten, edistyneen tason suomen taitajien parissa tarvitaan ja kehittyy varsin erilaista S2-alan pedagogista ja sisällöllistä osaamista."
66,22,ja,ja,,cc,"Yleissivistävässä koulutuksessa, kotoutumiskoulutuksessa, varhaiskasvatuksessa ja akateemisten, edistyneen tason suomen taitajien parissa tarvitaan ja kehittyy varsin erilaista S2-alan pedagogista ja sisällöllistä osaamista."
67,23,sisällöllistä,sisällöllinen,"{'Case': 'Par', 'Degree': 'Pos', 'Derivation': 'Llinen', 'Number': 'Sing'}",conj,"Yleissivistävässä koulutuksessa, kotoutumiskoulutuksessa, varhaiskasvatuksessa ja akateemisten, edistyneen tason suomen taitajien parissa tarvitaan ja kehittyy varsin erilaista S2-alan pedagogista ja sisällöllistä osaamista."
68,1,Eri-ikäisten,Eri#ikäinen,"{'Case': 'Gen', 'Degree': 'Pos', 'Derivation': 'Inen', 'Number': 'Plur'}",amod,"Eri-ikäisten suomenoppijoiden kielitaitoprofiilit näyttävät kehittyvän erilaisiksi, ja oppimispolkukin haasteineen näyttää erilaiselta."
69,2,suomenoppijoiden,suomen#oppija,"{'Case': 'Gen', 'Derivation': 'Ja', 'Number': 'Plur'}",nmod:poss,"Eri-ikäisten suomenoppijoiden kielitaitoprofiilit näyttävät kehittyvän erilaisiksi, ja oppimispolkukin haasteineen näyttää erilaiselta."
70,3,kielitaitoprofiilit,kieli#taito#profiili,"{'Case': 'Nom', 'Number': 'Plur'}",nsubj,"Eri-ikäisten suomenoppijoiden kielitaitoprofiilit näyttävät kehittyvän erilaisiksi, ja oppimispolkukin haasteineen näyttää erilaiselta."
71,5,kehittyvän,kehittyä,"{'Case': 'Gen', 'Degree': 'Pos', 'Number': 'Sing', 'PartForm': 'Pres', 'VerbForm': 'Part', 'Voice': 'Act'}",xcomp,"Eri-ikäisten suomenoppijoiden kielitaitoprofiilit näyttävät kehittyvän erilaisiksi, ja oppimispolkukin haasteineen näyttää erilaiselta."
72,11,näyttää,näyttää,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act'}",conj,"Eri-ikäisten suomenoppijoiden kielitaitoprofiilit näyttävät kehittyvän erilaisiksi, ja oppimispolkukin haasteineen näyttää erilaiselta."
73,13,.,.,,punct,"Eri-ikäisten suomenoppijoiden kielitaitoprofiilit näyttävät kehittyvän erilaisiksi, ja oppimispolkukin haasteineen näyttää erilaiselta."
74,4,näyttävät,näyttää,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act'}",root,"Eri-ikäisten suomenoppijoiden kielitaitoprofiilit näyttävät kehittyvän erilaisiksi, ja oppimispolkukin haasteineen näyttää erilaiselta."
75,6,erilaisiksi,erilainen,"{'Case': 'Tra', 'Degree': 'Pos', 'Derivation': 'Inen', 'Number': 'Plur'}",xcomp,"Eri-ikäisten suomenoppijoiden kielitaitoprofiilit näyttävät kehittyvän erilaisiksi, ja oppimispolkukin haasteineen näyttää erilaiselta."
76,7,",",",",,punct,"Eri-ikäisten suomenoppijoiden kielitaitoprofiilit näyttävät kehittyvän erilaisiksi, ja oppimispolkukin haasteineen näyttää erilaiselta."
77,8,ja,ja,,cc,"Eri-ikäisten suomenoppijoiden kielitaitoprofiilit näyttävät kehittyvän erilaisiksi, ja oppimispolkukin haasteineen näyttää erilaiselta."
78,9,oppimispolkukin,oppia#polku,"{'Case': 'Nom', 'Clitic': 'Kin', 'Derivation': 'U', 'Number': 'Sing'}",nsubj,"Eri-ikäisten suomenoppijoiden kielitaitoprofiilit näyttävät kehittyvän erilaisiksi, ja oppimispolkukin haasteineen näyttää erilaiselta."
79,12,erilaiselta,erilainen,"{'Case': 'Abl', 'Degree': 'Pos', 'Derivation': 'Lainen', 'Number': 'Sing'}",xcomp,"Eri-ikäisten suomenoppijoiden kielitaitoprofiilit näyttävät kehittyvän erilaisiksi, ja oppimispolkukin haasteineen näyttää erilaiselta."
80,10,haasteineen,haaste,"{'Case': 'Com', 'Person[psor]': '3'}",nmod,"Eri-ikäisten suomenoppijoiden kielitaitoprofiilit näyttävät kehittyvän erilaisiksi, ja oppimispolkukin haasteineen näyttää erilaiselta."
81,1,Perinteisesti,perinteisesti,{'Derivation': 'Sti'},advmod,Perinteisesti haas-teellisina pidetyt suomen kielen piirteet eivät kouluikäi-sillä suomenoppijoilla välttämättä vaadikaan samanlaista analyyttista opetusta kuin aikuiskoulutuksessa ja S2-opetusperinteessä on totuttu antamaan.
82,4,pidetyt,pitää,"{'Case': 'Nom', 'Degree': 'Pos', 'Number': 'Plur', 'PartForm': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",acl,Perinteisesti haas-teellisina pidetyt suomen kielen piirteet eivät kouluikäi-sillä suomenoppijoilla välttämättä vaadikaan samanlaista analyyttista opetusta kuin aikuiskoulutuksessa ja S2-opetusperinteessä on totuttu antamaan.
83,6,kielen,kieli,"{'Case': 'Gen', 'Number': 'Sing'}",nmod:poss,Perinteisesti haas-teellisina pidetyt suomen kielen piirteet eivät kouluikäi-sillä suomenoppijoilla välttämättä vaadikaan samanlaista analyyttista opetusta kuin aikuiskoulutuksessa ja S2-opetusperinteessä on totuttu antamaan.
84,2,haas,haas,"{'Case': 'Nom', 'Number': 'Sing'}",compound:nn,Perinteisesti haas-teellisina pidetyt suomen kielen piirteet eivät kouluikäi-sillä suomenoppijoilla välttämättä vaadikaan samanlaista analyyttista opetusta kuin aikuiskoulutuksessa ja S2-opetusperinteessä on totuttu antamaan.
85,3,-teellisina,teellinen,"{'Case': 'Ess', 'Degree': 'Pos', 'Derivation': 'Llinen', 'Number': 'Plur'}",obl,Perinteisesti haas-teellisina pidetyt suomen kielen piirteet eivät kouluikäi-sillä suomenoppijoilla välttämättä vaadikaan samanlaista analyyttista opetusta kuin aikuiskoulutuksessa ja S2-opetusperinteessä on totuttu antamaan.
86,5,suomen,suomi,"{'Case': 'Gen', 'Number': 'Sing'}",nmod:poss,Perinteisesti haas-teellisina pidetyt suomen kielen piirteet eivät kouluikäi-sillä suomenoppijoilla välttämättä vaadikaan samanlaista analyyttista opetusta kuin aikuiskoulutuksessa ja S2-opetusperinteessä on totuttu antamaan.
87,7,piirteet,piirre,"{'Case': 'Nom', 'Number': 'Plur'}",nsubj,Perinteisesti haas-teellisina pidetyt suomen kielen piirteet eivät kouluikäi-sillä suomenoppijoilla välttämättä vaadikaan samanlaista analyyttista opetusta kuin aikuiskoulutuksessa ja S2-opetusperinteessä on totuttu antamaan.
88,8,eivät,ei,"{'Number': 'Plur', 'Person': '3', 'Polarity': 'Neg', 'VerbForm': 'Fin', 'Voice': 'Act'}",aux,Perinteisesti haas-teellisina pidetyt suomen kielen piirteet eivät kouluikäi-sillä suomenoppijoilla välttämättä vaadikaan samanlaista analyyttista opetusta kuin aikuiskoulutuksessa ja S2-opetusperinteessä on totuttu antamaan.
89,10,suomenoppijoilla,suomen#oppija,"{'Case': 'Ade', 'Derivation': 'Ja', 'Number': 'Plur'}",obl,Perinteisesti haas-teellisina pidetyt suomen kielen piirteet eivät kouluikäi-sillä suomenoppijoilla välttämättä vaadikaan samanlaista analyyttista opetusta kuin aikuiskoulutuksessa ja S2-opetusperinteessä on totuttu antamaan.
90,11,välttämättä,välttämättä,,advmod,Perinteisesti haas-teellisina pidetyt suomen kielen piirteet eivät kouluikäi-sillä suomenoppijoilla välttämättä vaadikaan samanlaista analyyttista opetusta kuin aikuiskoulutuksessa ja S2-opetusperinteessä on totuttu antamaan.
91,15,opetusta,opetus,"{'Case': 'Par', 'Number': 'Sing'}",obj,Perinteisesti haas-teellisina pidetyt suomen kielen piirteet eivät kouluikäi-sillä suomenoppijoilla välttämättä vaadikaan samanlaista analyyttista opetusta kuin aikuiskoulutuksessa ja S2-opetusperinteessä on totuttu antamaan.
92,21,totuttu,tottua,"{'Case': 'Nom', 'Degree': 'Pos', 'Number': 'Sing', 'PartForm': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",conj,Perinteisesti haas-teellisina pidetyt suomen kielen piirteet eivät kouluikäi-sillä suomenoppijoilla välttämättä vaadikaan samanlaista analyyttista opetusta kuin aikuiskoulutuksessa ja S2-opetusperinteessä on totuttu antamaan.
93,23,.,.,,punct,Perinteisesti haas-teellisina pidetyt suomen kielen piirteet eivät kouluikäi-sillä suomenoppijoilla välttämättä vaadikaan samanlaista analyyttista opetusta kuin aikuiskoulutuksessa ja S2-opetusperinteessä on totuttu antamaan.
94,9,kouluikäi-sillä,kouluikäi#siltää,"{'Connegative': 'Yes', 'Mood': 'Ind', 'Tense': 'Pres', 'VerbForm': 'Fin'}",amod,Perinteisesti haas-teellisina pidetyt suomen kielen piirteet eivät kouluikäi-sillä suomenoppijoilla välttämättä vaadikaan samanlaista analyyttista opetusta kuin aikuiskoulutuksessa ja S2-opetusperinteessä on totuttu antamaan.
95,12,vaadikaan,vaatia,"{'Clitic': 'Kaan', 'Connegative': 'Yes', 'Mood': 'Ind', 'Tense': 'Pres', 'VerbForm': 'Fin'}",root,Perinteisesti haas-teellisina pidetyt suomen kielen piirteet eivät kouluikäi-sillä suomenoppijoilla välttämättä vaadikaan samanlaista analyyttista opetusta kuin aikuiskoulutuksessa ja S2-opetusperinteessä on totuttu antamaan.
96,13,samanlaista,samanlainen,"{'Case': 'Par', 'Degree': 'Pos', 'Derivation': 'Lainen', 'Number': 'Sing'}",amod,Perinteisesti haas-teellisina pidetyt suomen kielen piirteet eivät kouluikäi-sillä suomenoppijoilla välttämättä vaadikaan samanlaista analyyttista opetusta kuin aikuiskoulutuksessa ja S2-opetusperinteessä on totuttu antamaan.
